ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
3151,2022,36500,"Olympia-Tumwater, WA",51-4041,Machinists,68.0,26.4,23.34,23.76,29.42,54900.0
3152,2022,36500,"Olympia-Tumwater, WA",51-4072,Molding/Coremaking/ Casting Mach. Setters/Oprs. & Tenders/Metal & Plastic,34.0,19.26,18.15,18.15,18.67,40060.0
3153,2022,36500,"Olympia-Tumwater, WA",51-4121,"Welders, Cutters, Solderers, and Brazers",133.0,25.5,21.52,23.65,29.69,53040.0
3154,2022,36500,"Olympia-Tumwater, WA",51-4199,"Metal Workers and Plastic Workers, All Other",39.0,17.85,14.66,16.41,18.7,37120.0
3155,2022,36500,"Olympia-Tumwater, WA",51-5111,Prepress Technicians and Workers,17.0,22.32,18.09,20.91,26.63,46430.0
3156,2022,36500,"Olympia-Tumwater, WA",51-5112,Printing Press Operators,82.0,22.49,18.06,21.54,27.74,46780.0
3157,2022,36500,"Olympia-Tumwater, WA",51-5113,Print Binding and Finishing Workers,11.0,24.01,22.81,22.81,29.24,49930.0
3158,2022,36500,"Olympia-Tumwater, WA",51-6011,Laundry and Dry-Cleaning Workers,71.0,15.18,14.1,14.47,16.73,31560.0
3159,2022,36500,"Olympia-Tumwater, WA",51-6021,"Pressers, Textile, Garment, and Related Materials",25.0,15.33,13.69,14.58,17.62,31890.0
3160,2022,36500,"Olympia-Tumwater, WA",51-7011,Cabinetmakers and Bench Carpenters,99.0,20.14,14.66,18.15,22.91,41880.0
3161,2022,36500,"Olympia-Tumwater, WA",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",35.0,19.76,17.67,18.18,22.63,41090.0
3162,2022,36500,"Olympia-Tumwater, WA",51-8021,Stationary Engineers and Boiler Operators,11.0,,,,,
3163,2022,36500,"Olympia-Tumwater, WA",51-8031,Water and Wastewater Treatment Plant and System Operators,73.0,37.05,30.4,37.39,38.65,77070.0
3164,2022,36500,"Olympia-Tumwater, WA",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",54.0,21.88,18.01,23.04,23.49,45510.0
3165,2022,36500,"Olympia-Tumwater, WA",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",38.0,20.02,18.09,19.06,22.81,41630.0
3166,2022,36500,"Olympia-Tumwater, WA",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",126.0,23.86,17.59,22.49,28.27,49620.0
3167,2022,36500,"Olympia-Tumwater, WA",51-9081,Dental Laboratory Technicians,83.0,23.44,18.15,22.91,28.73,48750.0
3168,2022,36500,"Olympia-Tumwater, WA",51-9111,Packaging and Filling Machine Operators and Tenders,147.0,18.66,14.66,17.12,22.37,38810.0
3169,2022,36500,"Olympia-Tumwater, WA",51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",61.0,27.37,18.3,23.1,35.95,56930.0
3170,2022,36500,"Olympia-Tumwater, WA",51-9161,Computer Numerically Controlled Tool Operators,24.0,25.47,18.6,22.67,29.03,52970.0
3171,2022,36500,"Olympia-Tumwater, WA",51-9198,Helpers--Production Workers,61.0,18.68,16.11,17.85,20.3,38850.0
3172,2022,36500,"Olympia-Tumwater, WA",51-9199,"Production Workers, All Other",,17.92,17.59,17.75,17.75,37280.0
3173,2022,36500,"Olympia-Tumwater, WA",53-1047,Transportation/Material Moving Supervisors/No Cargo Handlers,387.0,30.0,23.33,29.02,36.98,62400.0
3174,2022,36500,"Olympia-Tumwater, WA",53-2012,Commercial Pilots,48.0,,,,,83620.0
3175,2022,36500,"Olympia-Tumwater, WA",53-3031,Driver/Sales Workers,393.0,16.79,14.44,14.6,18.0,34920.0
3176,2022,36500,"Olympia-Tumwater, WA",53-3032,Heavy and Tractor-Trailer Truck Drivers,1062.0,26.38,22.56,24.19,30.44,54860.0
3177,2022,36500,"Olympia-Tumwater, WA",53-3033,Light Truck Drivers,828.0,21.16,17.4,19.1,23.46,44010.0
3178,2022,36500,"Olympia-Tumwater, WA",53-3051,"Bus Drivers, School",372.0,22.48,22.26,23.55,23.56,46760.0
3179,2022,36500,"Olympia-Tumwater, WA",53-3053,Shuttle Drivers and Chauffeurs,268.0,18.33,14.58,16.1,18.51,38120.0
3180,2022,36500,"Olympia-Tumwater, WA",53-3099,"Motor Vehicle Operators, All Other",78.0,16.15,14.84,14.87,18.3,33590.0
3181,2022,36500,"Olympia-Tumwater, WA",53-6021,Parking Attendants,45.0,14.93,14.02,14.23,16.19,31060.0
3182,2022,36500,"Olympia-Tumwater, WA",53-6031,Automotive and Watercraft Service Attendants,124.0,16.59,14.59,16.79,17.82,34500.0
3183,2022,36500,"Olympia-Tumwater, WA",53-6051,Transportation Inspectors,19.0,34.43,23.79,30.24,43.53,71610.0
3184,2022,36500,"Olympia-Tumwater, WA",53-7051,Industrial Truck and Tractor Operators,206.0,21.36,17.39,18.55,27.09,44430.0
3185,2022,36500,"Olympia-Tumwater, WA",53-7061,Cleaners of Vehicles and Equipment,209.0,16.68,14.31,15.28,17.4,34700.0
3186,2022,36500,"Olympia-Tumwater, WA",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1543.0,17.88,14.66,17.57,18.64,37190.0
3187,2022,36500,"Olympia-Tumwater, WA",53-7064,"Packers and Packagers, Hand",324.0,17.69,14.84,17.34,18.3,36790.0
3188,2022,36500,"Olympia-Tumwater, WA",53-7065,Stockers and Order Fillers,1819.0,17.76,14.59,17.34,18.3,36930.0
3189,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-1011,Chief Executives,536.0,136.1,92.79,,,283080.0
3190,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-1021,General and Operations Managers,25009.0,56.48,30.92,47.23,72.65,117470.0
3191,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-1031,Legislators,87.0,,,,,95110.0
3192,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-2011,Advertising and Promotions Managers,269.0,50.28,29.49,47.71,61.05,104580.0
3193,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-2021,Marketing Managers,4218.0,64.96,39.62,61.39,77.96,135110.0
3194,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-2022,Sales Managers,3939.0,65.09,40.7,57.76,78.54,135380.0
3195,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-2032,Public Relations Managers,697.0,52.47,37.17,47.8,62.98,109130.0
3196,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-2033,Fundraising Managers,497.0,43.36,31.67,38.81,47.23,90190.0
3197,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3012,Administrative Services Managers,1958.0,50.31,37.38,47.51,60.43,104640.0
3198,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3013,Facilities Managers,988.0,45.93,30.56,45.48,57.08,95530.0
3199,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3021,Computer and Information Systems Managers,6387.0,70.41,49.89,62.98,78.95,146450.0
3200,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3031,Financial Managers,5305.0,67.59,47.8,61.3,78.54,140590.0
3201,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3051,Industrial Production Managers,1704.0,51.63,37.38,47.51,60.76,107390.0
3202,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3061,Purchasing Managers,817.0,61.59,45.74,57.76,76.66,128110.0
3203,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3071,"Transportation, Storage, and Distribution Managers",1299.0,48.26,31.92,45.58,60.39,100380.0
3204,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3111,Compensation and Benefits Managers,88.0,60.94,47.41,60.69,69.96,126760.0
3205,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3121,Human Resources Managers,1662.0,62.37,47.58,60.69,77.35,129720.0
3206,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-3131,Training and Development Managers,244.0,59.06,38.35,57.76,70.3,122840.0
3207,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",62.0,36.2,29.94,37.82,37.82,75290.0
3208,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9021,Construction Managers,3673.0,61.78,37.38,49.65,64.1,128500.0
3209,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9031,"Education and Childcare Administrators, Preschool and Daycare",682.0,24.91,17.91,28.73,29.09,51820.0
3210,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9032,"Education Administrators, Kindergarten through Secondary",1910.0,,,,,119890.0
3211,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9033,"Education Administrators, Postsecondary",862.0,51.13,36.01,47.41,60.8,106360.0
3212,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9039,"Education Administrators, All Other",337.0,38.12,23.65,34.76,48.92,79290.0
3213,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9041,Architectural and Engineering Managers,3768.0,73.06,58.52,73.25,79.04,151960.0
3214,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9051,Food Service Managers,1493.0,29.7,22.37,28.92,36.75,61780.0
3215,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9071,Gambling Managers,,43.72,29.09,34.11,61.55,90930.0
3216,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9072,"Entertainment and Recreation Managers, Except Gambling",132.0,32.95,19.66,24.37,47.41,68530.0
3217,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9081,Lodging Managers,303.0,27.27,18.62,23.46,30.61,56730.0
3218,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9111,Medical and Health Services Managers,2599.0,66.06,47.35,60.35,78.26,137410.0
3219,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9121,Natural Sciences Managers,821.0,64.83,50.48,61.41,73.02,134850.0
3220,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9131,Postmasters and Mail Superintendents,55.0,40.33,35.41,38.87,42.42,83880.0
3221,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9141,"Property, Real Estate, and Community Association Managers",1522.0,33.65,22.71,29.57,38.01,69990.0
3222,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9151,Social and Community Service Managers,1985.0,34.02,24.53,31.45,39.74,70760.0
3223,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9161,Emergency Management Directors,53.0,46.09,36.85,38.85,49.5,95860.0
3224,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9171,Funeral Home Managers,71.0,28.93,24.2,24.4,28.96,60180.0
3225,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9179,"Personal Service Managers, All Other",18.0,35.44,24.46,30.31,46.93,73720.0
3226,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9199,"Managers, All Other",4452.0,55.49,37.17,49.55,69.9,115430.0
3227,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",,41.67,23.24,30.75,51.73,86680.0
3228,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1020,Buyers and Purchasing Agents,4309.0,32.62,23.68,29.93,38.26,67840.0
3229,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1031,"Claims Adjusters, Examiners, and Investigators",1931.0,37.1,29.24,37.55,47.44,77170.0
3230,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1032,"Insurance Appraisers, Auto Damage",,35.98,29.31,36.92,39.14,74840.0
3231,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1041,Compliance Officers,2190.0,38.75,29.93,38.0,47.15,80600.0
3232,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1051,Cost Estimators,2235.0,37.73,25.72,36.76,47.44,78470.0
3233,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1071,Human Resources Specialists,6460.0,33.54,23.54,30.51,38.93,69770.0
3234,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1075,Labor Relations Specialists,935.0,46.88,39.89,48.58,49.7,97520.0
3235,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1081,Logisticians,1499.0,37.76,29.89,37.37,46.94,78540.0
3236,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1082,Project Management Specialists,11088.0,45.58,31.8,39.52,54.52,94800.0
3237,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1111,Management Analysts,4791.0,47.5,37.38,45.05,53.05,98800.0
3238,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1121,"Meeting, Convention, and Event Planners",934.0,29.38,22.71,29.45,36.56,61100.0
3239,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1131,Fundraisers,1374.0,25.97,19.15,23.68,29.31,54010.0
3240,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",1036.0,38.44,29.96,38.14,47.44,79960.0
3241,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1151,Training and Development Specialists,2447.0,34.43,23.54,30.51,38.91,71610.0
3242,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1161,Market Research Analysts and Marketing Specialists,7336.0,39.16,23.83,36.7,48.38,81450.0
3243,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1199,"Business Operations Specialists, All Other",9243.0,36.71,23.99,34.72,46.38,76350.0
3244,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2011,Accountants and Auditors,9585.0,39.17,29.49,37.16,46.94,81460.0
3245,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2020,Property Appraisers and Assessors,501.0,34.42,24.98,34.49,38.69,71590.0
3246,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2031,Budget Analysts,298.0,42.15,37.14,40.91,49.06,87670.0
3247,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2041,Credit Analysts,730.0,39.34,29.24,37.24,47.44,81820.0
3248,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2051,Financial and Investment Analysts,2181.0,53.85,37.38,47.76,61.11,112010.0
3249,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2052,Personal Financial Advisors,2093.0,64.95,30.41,49.6,80.17,135090.0
3250,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2053,Insurance Underwriters,321.0,40.27,29.96,38.43,47.63,83770.0
3251,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2054,Financial Risk Specialists,534.0,49.71,38.29,47.23,59.64,103400.0
3252,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2061,Financial Examiners,551.0,42.59,30.3,38.55,49.25,88580.0
3253,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2071,Credit Counselors,229.0,28.2,22.65,28.73,29.86,58660.0
3254,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2072,Loan Officers,3687.0,44.94,23.58,37.46,51.52,93470.0
3255,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2081,"Tax Examiners and Collectors, and Revenue Agents",135.0,38.01,29.43,34.11,48.22,79050.0
3256,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2082,Tax Preparers,839.0,24.07,18.47,23.28,27.46,50070.0
3257,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-2099,"Financial Specialists, All Other",855.0,42.17,30.75,38.22,48.78,87720.0
3258,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1211,Computer Systems Analysts,5622.0,51.45,38.54,48.55,61.11,107010.0
3259,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1212,Information Security Analysts,1008.0,53.98,45.8,49.23,62.69,112270.0
3260,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1221,Computer and Information Research Scientists,498.0,81.34,61.11,78.26,80.16,169180.0
3261,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1231,Computer Network Support Specialists,1264.0,31.68,23.51,29.61,37.71,65900.0
3262,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1232,Computer User Support Specialists,6080.0,29.02,22.71,28.78,33.87,60350.0
3263,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1241,Computer Network Architects,1211.0,57.29,48.02,51.16,63.62,119170.0
3264,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1242,Database Administrators,602.0,47.96,37.38,48.11,61.36,99770.0
3265,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1243,Database Architects,395.0,59.03,48.81,61.39,63.68,122780.0
3266,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1244,Network and Computer Systems Administrators,3743.0,45.42,36.17,45.8,52.23,94470.0
3267,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1251,Computer Programmers,1227.0,50.0,38.01,48.75,61.11,104000.0
3268,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1252,Software Developers,15635.0,57.13,43.84,58.03,63.31,118830.0
3269,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1253,Software Quality Assurance Analysts and Testers,2004.0,43.2,29.69,39.06,50.61,89860.0
3270,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1254,Web Developers,1113.0,38.42,23.65,36.01,48.18,79910.0
3271,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1255,Web and Digital Interface Designers,840.0,,,,,
3272,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-1299,"Computer Occupations, All Other",2393.0,46.66,32.98,46.38,58.3,97060.0
3273,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-2011,Actuaries,73.0,53.32,39.1,48.8,61.11,110900.0
3274,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-2031,Operations Research Analysts,1183.0,43.41,37.23,38.56,49.1,90290.0
3275,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-2041,Statisticians,351.0,40.84,34.27,38.32,47.76,84940.0
3276,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-2051,Data Scientists,1054.0,56.98,38.1,56.72,75.53,118520.0
3277,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-2099,"Mathematical Science Occupations, All Other",16.0,35.14,22.8,30.0,43.88,73080.0
3278,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-1011,"Architects, Except Landscape and Naval",1502.0,40.0,30.15,38.19,47.85,83190.0
3279,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-1012,Landscape Architects,188.0,36.54,27.34,34.27,43.84,75990.0
3280,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-1021,Cartographers and Photogrammetrists,311.0,37.83,30.6,36.98,45.74,78690.0
3281,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-1022,Surveyors,520.0,32.57,18.99,31.32,38.41,67740.0
3282,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2011,Aerospace Engineers,64.0,49.22,37.04,40.88,61.7,102380.0
3283,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2031,Bioengineers and Biomedical Engineers,54.0,40.63,37.46,37.92,46.84,84520.0
3284,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2041,Chemical Engineers,174.0,45.82,37.23,45.1,49.23,95300.0
3285,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2051,Civil Engineers,3407.0,45.68,37.25,44.9,50.52,95020.0
3286,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2061,Computer Hardware Engineers,7426.0,65.77,61.39,61.39,78.54,136800.0
3287,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2071,Electrical Engineers,2300.0,50.79,38.53,49.04,61.11,105640.0
3288,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2072,"Electronics Engineers, Except Computer",995.0,46.09,30.18,47.07,56.75,95880.0
3289,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2081,Environmental Engineers,355.0,46.01,37.74,47.76,49.42,95710.0
3290,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",96.0,54.38,46.83,49.23,61.11,113120.0
3291,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2112,Industrial Engineers,3400.0,49.74,37.73,47.76,61.11,103470.0
3292,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2121,Marine Engineers and Naval Architects,22.0,52.08,40.16,60.26,60.26,108320.0
3293,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2131,Materials Engineers,301.0,53.54,38.44,60.97,61.11,111370.0
3294,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2141,Mechanical Engineers,2634.0,47.22,37.61,47.08,58.03,98220.0
3295,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",,49.3,36.99,46.83,59.13,102550.0
3296,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-2199,"Engineers, All Other",2283.0,48.4,36.29,47.76,61.11,100670.0
3297,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3011,Architectural and Civil Drafters,856.0,29.38,22.94,29.27,35.94,61110.0
3298,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3012,Electrical and Electronics Drafters,274.0,29.15,23.4,28.84,36.61,60640.0
3299,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3013,Mechanical Drafters,305.0,30.12,23.32,29.07,36.61,62650.0
3300,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3019,"Drafters, All Other",375.0,28.7,22.71,28.52,33.52,59700.0
3301,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3022,Civil Engineering Technologists and Technicians,578.0,35.02,29.87,35.94,38.41,72830.0
3302,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3023,Electrical and Electronic Engineering Technologists and Technicians,2070.0,31.91,28.52,29.32,36.98,66370.0
3303,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,70.0,23.3,17.82,22.71,22.73,48460.0
3304,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3025,Environmental Engineering Technologists and Technicians,44.0,31.08,23.37,29.34,36.86,64640.0
3305,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3026,Industrial Engineering Technologists and Technicians,2085.0,29.03,22.93,29.02,29.82,60380.0
3306,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3027,Mechanical Engineering Technologists and Technicians,315.0,30.98,23.32,29.07,36.98,64440.0
3307,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3028,Calibration Technologists and Technicians,60.0,33.63,28.67,29.07,36.61,69950.0
3308,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",806.0,32.89,26.2,29.92,37.39,68410.0
3309,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3031,Surveying and Mapping Technicians,451.0,27.73,21.9,28.86,30.9,57680.0
3310,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1012,Food Scientists and Technologists,181.0,40.28,31.13,37.24,47.44,83790.0
3311,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1013,Soil and Plant Scientists,145.0,41.22,28.97,39.13,50.73,85750.0
3312,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1021,Biochemists and Biophysicists,,64.19,50.53,61.4,78.54,133520.0
3313,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1022,Microbiologists,79.0,33.76,23.68,33.03,41.91,70210.0
3314,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1023,Zoologists and Wildlife Biologists,411.0,37.23,27.86,35.51,44.74,77440.0
3315,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1029,"Biological Scientists, All Other",283.0,48.74,36.48,43.73,51.68,101380.0
3316,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1031,Conservation Scientists,337.0,36.58,26.01,34.27,46.5,76090.0
3317,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1032,Foresters,96.0,40.41,33.3,37.03,48.9,84050.0
3318,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1041,Epidemiologists,68.0,41.12,34.66,40.0,48.42,85540.0
3319,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1042,"Medical Scientists, Except Epidemiologists",1400.0,43.51,30.08,38.23,48.61,90510.0
3320,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-1099,"Life Scientists, All Other",181.0,50.48,38.17,48.44,57.81,104990.0
3321,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2012,Physicists,61.0,60.3,31.66,50.46,68.38,125420.0
3322,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2021,Atmospheric and Space Scientists,57.0,55.22,39.75,49.5,60.35,114860.0
3323,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2031,Chemists,535.0,33.14,24.27,28.66,40.7,68920.0
3324,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2032,Materials Scientists,63.0,47.96,32.0,48.99,57.81,99760.0
3325,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2041,"Environmental Scientists and Specialists, Including Health",707.0,41.52,34.63,39.97,48.52,86370.0
3326,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2042,"Geoscientists, Except Hydrologists and Geographers",330.0,46.42,31.13,41.3,51.27,96550.0
3327,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2043,Hydrologists,98.0,46.62,38.69,47.7,51.68,96960.0
3328,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2099,"Physical Scientists, All Other",121.0,48.97,37.26,46.04,59.88,101860.0
3329,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3011,Economists,158.0,53.89,39.58,48.99,63.8,112080.0
3330,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3022,Survey Researchers,144.0,,,,,
3331,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3032,Industrial-Organizational Psychologists,31.0,55.75,39.75,51.56,78.54,115960.0
3332,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3033,Clinical and Counseling Psychologists,527.0,63.97,29.96,57.3,98.77,133060.0
3333,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3034,School Psychologists,403.0,44.62,38.22,47.11,50.73,92800.0
3334,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3039,"Psychologists, All Other",132.0,52.74,47.27,52.0,61.45,109690.0
3335,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3051,Urban and Regional Planners,625.0,44.95,38.23,47.44,50.31,93500.0
3336,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3091,Anthropologists and Archeologists,107.0,38.17,29.76,37.64,46.38,79380.0
3337,2022,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-3092,Geographers,20.0,49.51,40.33,50.36,58.31,102980.0
